10:42:57.191 [main] INFO  com.southintel.zaokin.App - Starting App on LAPTOP-CFDIA80N with PID 2184 (D:\work\zjh_workspace\gateway\southintel-zaokin-app\target\classes started by lyf in D:\work\zjh_workspace\gateway)
15:08:45.685 [http-nio-7007-exec-8] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json=
15:08:45.686 [http-nio-7007-exec-8] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:
15:08:55.071 [http-nio-7007-exec-8] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":118,"errmsg":"手机号错误","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 手机号错误","path":"/user/SMSCode/","date":"2019-05-16T07:08:55.069+0000"}}
15:08:56.633 [http-nio-7007-exec-9] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":0 }
15:08:56.634 [http-nio-7007-exec-9] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"15870882689","type":0 }
15:17:22.185 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":0 }
15:17:22.187 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"15870882689","type":0 }
15:17:31.636 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":0,"errmsg":"JsonObject","data":{"details":"java.lang.UnsupportedOperationException: JsonObject","path":"/user/SMSCode/","date":"2019-05-16T07:17:31.575+0000"}}
15:18:34.261 [http-nio-7007-exec-3] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":0 }
15:18:34.262 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"15870882689","type":0 }
15:18:54.612 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":null}
15:25:20.108 [http-nio-7007-exec-5] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
15:25:20.108 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}
15:25:23.635 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":119,"errmsg":"参数不能为空","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 参数不能为空","path":"/user/register","date":"2019-05-16T07:25:23.591+0000"}}
15:25:48.385 [http-nio-7007-exec-6] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":0 }
15:25:48.386 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"15870882689","type":0 }
15:25:54.850 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":null}
15:26:52.713 [http-nio-7007-exec-7] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:26:52.714 [http-nio-7007-exec-7] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:27:22.131 [http-nio-7007-exec-7] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":22,"errmsg":"验证码不正确","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 验证码不正确","path":"/user/register","date":"2019-05-16T07:27:22.128+0000"}}
15:28:10.353 [http-nio-7007-exec-8] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:28:10.353 [http-nio-7007-exec-8] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:28:22.478 [http-nio-7007-exec-8] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":22,"errmsg":"验证码不正确","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 验证码不正确","path":"/user/register","date":"2019-05-16T07:28:22.437+0000"}}
15:30:40.268 [http-nio-7007-exec-10] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:30:40.269 [http-nio-7007-exec-10] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:30:46.060 [http-nio-7007-exec-10] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":0,"errmsg":"non null key required","data":{"details":"java.lang.IllegalArgumentException: non null key required","path":"/user/register","date":"2019-05-16T07:30:46.020+0000"}}
15:31:03.352 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:31:03.352 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:31:15.649 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":0,"errmsg":"non null key required","data":{"details":"java.lang.IllegalArgumentException: non null key required","path":"/user/register","date":"2019-05-16T07:31:15.645+0000"}}
15:31:17.208 [http-nio-7007-exec-2] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:31:17.209 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:31:22.439 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":0,"errmsg":"non null key required","data":{"details":"java.lang.IllegalArgumentException: non null key required","path":"/user/register","date":"2019-05-16T07:31:22.436+0000"}}
15:31:23.671 [http-nio-7007-exec-3] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:31:23.671 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":812271}
15:31:39.969 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":0,"errmsg":"non null key required","data":{"details":"java.lang.IllegalArgumentException: non null key required","path":"/user/register","date":"2019-05-16T07:31:39.967+0000"}}
15:32:40.073 [http-nio-7007-exec-5] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":0 }
15:32:40.073 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"15870882689","type":0 }
15:32:44.573 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":null}
15:33:07.354 [http-nio-7007-exec-6] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":361664}
15:33:07.355 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "15870882689",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":361664}
15:33:18.672 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":101,"errmsg":"该手机号已注册","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 该手机号已注册","path":"/user/register","date":"2019-05-16T07:33:18.659+0000"}}
15:34:07.587 [http-nio-7007-exec-7] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/isregister,json={    "tel":15870882689}
15:34:07.588 [http-nio-7007-exec-7] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/isregister,data:{    "tel":15870882689}
15:34:07.637 [http-nio-7007-exec-7] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":0,"errmsg":"nested exception is org.apache.ibatis.type.TypeException: Could not set parameters for mapping: ParameterMapping{property='tel', mode=IN, javaType=class java.lang.Integer, jdbcType=null, numericScale=null, resultMapId='null', jdbcTypeName='null', expression='null'}. Cause: org.apache.ibatis.type.TypeException: Error setting non null for parameter #1 with JdbcType null . Try setting a different JdbcType for this parameter or a different configuration property. Cause: java.lang.ClassCastException: java.lang.String cannot be cast to java.lang.Integer","data":{"details":"org.mybatis.spring.MyBatisSystemException: nested exception is org.apache.ibatis.type.TypeException: Could not set parameters for mapping: ParameterMapping{property='tel', mode=IN, javaType=class java.lang.Integer, jdbcType=null, numericScale=null, resultMapId='null', jdbcTypeName='null', expression='null'}. Cause: org.apache.ibatis.type.TypeException: Error setting non null for parameter #1 with JdbcType null . Try setting a different JdbcType for this parameter or a different configuration property. Cause: java.lang.ClassCastException: java.lang.String cannot be cast to java.lang.Integer","path":"/user/isregister","date":"2019-05-16T07:34:07.633+0000"}}
15:35:34.419 [http-nio-7007-exec-9] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/isregister,json={    "tel":15870882689}
15:35:34.420 [http-nio-7007-exec-9] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/isregister,data:{    "tel":15870882689}
15:36:25.509 [http-nio-7007-exec-10] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/isregister,json={    "tel":15870882689}
15:36:25.510 [http-nio-7007-exec-10] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/isregister,data:{    "tel":15870882689}
15:36:33.286 [http-nio-7007-exec-10] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":0,"errmsg":"nested exception is org.apache.ibatis.executor.ExecutorException: A query was run and no Result Maps were found for the Mapped Statement 'com.southintel.zaokin.base.mapper.UserMapper.isregister'.  It's likely that neither a Result Type nor a Result Map was specified.","data":{"details":"org.mybatis.spring.MyBatisSystemException: nested exception is org.apache.ibatis.executor.ExecutorException: A query was run and no Result Maps were found for the Mapped Statement 'com.southintel.zaokin.base.mapper.UserMapper.isregister'.  It's likely that neither a Result Type nor a Result Map was specified.","path":"/user/isregister","date":"2019-05-16T07:36:33.073+0000"}}
15:37:51.252 [http-nio-7007-exec-2] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/isregister,json={    "tel":15870882689}
15:37:51.253 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/isregister,data:{    "tel":15870882689}
15:37:52.060 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":{"exists":true}}
15:39:23.412 [http-nio-7007-exec-4] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/login,json={	"tel": "15870882689",    "smscode":""}
15:39:23.413 [http-nio-7007-exec-4] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/login,data:{	"tel": "15870882689",    "smscode":""}
15:39:23.441 [http-nio-7007-exec-4] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":134,"errmsg":"验证码为空","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 验证码为空","path":"/user/login","date":"2019-05-16T07:39:23.429+0000"}}
15:39:39.927 [http-nio-7007-exec-5] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":1 }
15:39:39.927 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"15870882689","type":1 }
15:39:40.635 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":null}
15:39:59.770 [http-nio-7007-exec-6] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/login,json={	"tel": "15870882689",    "smscode":506428}
15:39:59.771 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/login,data:{	"tel": "15870882689",    "smscode":506428}
15:40:22.477 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":{"token":"auth_token_1557992416208"}}
15:41:30.004 [http-nio-7007-exec-8] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/get_person_data,json={    "tel":15870882689}
15:41:54.050 [http-nio-7007-exec-9] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/get_person_data,json={    "tel":15870882689}
15:41:54.162 [http-nio-7007-exec-9] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
15:41:54.164 [http-nio-7007-exec-9] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
15:41:54.456 [http-nio-7007-exec-9] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/get_person_data,data:{    "tel":15870882689}
15:42:14.088 [http-nio-7007-exec-9] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":0,"errmsg":null,"data":{"details":"java.lang.NullPointerException","path":"/user/get_person_data","date":"2019-05-16T07:42:14.086+0000"}}
15:44:37.699 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/login,json={	"tel": "15870882689",    "smscode":506428}
15:44:37.700 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/login,data:{	"tel": "15870882689",    "smscode":506428}
15:44:46.121 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":24,"errmsg":"验证码已失效","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 验证码已失效","path":"/user/login","date":"2019-05-16T07:44:46.037+0000"}}
15:44:56.933 [http-nio-7007-exec-2] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":1 }
15:44:56.934 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"15870882689","type":1 }
15:44:57.266 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":null}
15:45:14.113 [http-nio-7007-exec-3] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/login,json={	"tel": "15870882689",    "smscode":470480}
15:45:14.113 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/login,data:{	"tel": "15870882689",    "smscode":470480}
15:45:20.372 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":{"token":"1557992715836"}}
15:45:33.163 [http-nio-7007-exec-4] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/get_person_data,json={    "tel":15870882689}
15:47:44.332 [Thread-11] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
15:47:49.860 [main] INFO  com.southintel.zaokin.App - Starting App on LAPTOP-CFDIA80N with PID 17168 (D:\work\zjh_workspace\gateway\southintel-zaokin-app\target\classes started by lyf in D:\work\zjh_workspace\gateway)
15:47:49.867 [main] INFO  com.southintel.zaokin.App - The following profiles are active: test
15:47:51.170 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
15:47:51.171 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
15:47:51.214 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 31ms. Found 0 repository interfaces.
15:47:51.233 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
15:47:51.235 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
15:47:51.256 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8ms. Found 0 repository interfaces.
15:47:51.264 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
15:47:51.264 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
15:47:51.282 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 9ms. Found 0 repository interfaces.
15:47:51.791 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$782d8b32] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:47:52.380 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 7007 (http)
15:47:52.456 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7007"]
15:47:52.465 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
15:47:52.465 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
15:47:52.473 [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\Java\jdk1.8.0_201\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Windows\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\Java\jdk1.8.0_201\bin;D:\Java\jdk1.8.0_201\jre\bin;D:\work\apache-maven-3.6.0\bin;D:\ruanjian\Git\cmd;C:\Program Files\MongoDB\Server\3.4\bin;D:\Python36;D:\Python27;D:\Python36\Scripts;D:\Python27\Scripts;D:\Python37\Scripts\;D:\Python37\;C:\Users\lyf\AppData\Local\Microsoft\WindowsApps;;D:\ruanjian\PyCharm 2019.1.2\bin;;.]
15:47:52.662 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
15:47:52.662 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2592 ms
15:47:53.725 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
15:47:54.753 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7007"]
15:47:54.780 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 7007 (http) with context path ''
15:47:54.784 [main] INFO  com.southintel.zaokin.App - Started App in 5.809 seconds (JVM running for 6.615)
15:47:58.306 [http-nio-7007-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
15:47:58.306 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
15:47:58.315 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 9 ms
15:47:58.343 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/get_person_data,json={    "tel":15870882689}
15:47:58.452 [http-nio-7007-exec-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
15:47:58.454 [http-nio-7007-exec-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
15:47:58.758 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/get_person_data,data:{    "tel":15870882689}
15:48:05.965 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":{"person_name":"li李san","type":0,"avatar_url":null,"company":"南科 ","department":"开发部","position":"项目经理","tel":"15870882689","status":0,"user_name":"ZAOKINea219eb0-9342-4f0f-8669-561eccd6a5c6","brief_introduction":null}}
15:52:45.518 [http-nio-7007-exec-3] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/get_person_data,json={    "tel":15870882689}
15:52:45.521 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/get_person_data,data:{    "tel":15870882689}
15:52:46.229 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":{"person_name":"li李san","type":0,"avatar_url":null,"company":"南科 ","department":"开发部","position":"项目经理","tel":"15870882689","status":0,"user_name":"ZAOKINea219eb0-9342-4f0f-8669-561eccd6a5c6","brief_introduction":null}}
15:52:53.078 [http-nio-7007-exec-4] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/login,json={	"tel": "15870882689",    "smscode":470480}
15:52:53.079 [http-nio-7007-exec-4] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/login,data:{	"tel": "15870882689",    "smscode":470480}
15:52:53.523 [http-nio-7007-exec-4] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":24,"errmsg":"验证码已失效","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 验证码已失效","path":"/user/login","date":"2019-05-16T07:52:53.508+0000"}}
15:52:56.919 [http-nio-7007-exec-6] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":1 }
15:52:56.919 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"15870882689","type":1 }
15:52:57.243 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":null}
15:53:37.113 [http-nio-7007-exec-5] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"15870882689","type":1 }
